// Reference=MNI

// 10388802-1
// Subjects=20
-42.0	6.0	18.0
51.0	24.0	3.0
-21.0	12.0	-9.0
-33.0	-36.0	-18.0
-54.0	-45.0	21.0
-51.0	-30.0	36.0
-42.0	-66.0	-12.0
-36.0	-75.0	3.0
33.0	-96.0	-3.0
-3.0	-51.0	39.0
-39.0	18.0	39.0
33.0	45.0	36.0
-24.0	51.0	-3.0
-33.0	21.0	-12.0
-6.0	24.0	63.0
36.0	45.0	12.0
15.0	-15.0	-12.0
-6.0	36.0	21.0
39.0	-39.0	39.0
6.0	-75.0	-33.0
-15.0	-51.0	21.0
-33.0	-81.0	36.0
-45.0	-69.0	21.0
15.0	12.0	9.0
36.0	24.0	-3.0
-9.0	-78.0	-33.0
42.0	51.0	9.0
30.0	24.0	-15.0
-6.0	39.0	-6.0
-54.0	-39.0	-9.0
0.0	-21.0	9.0
15.0	-87.0	-33.0
33.0	-78.0	-36.0
33.0	-63.0	-27.0
45.0	-72.0	6.0
-24.0	21.0	-9.0
30.0	-72.0	36.0
-24.0	48.0	18.0
-27.0	-90.0	-3.0
-18.0	-57.0	-9.0
18.0	-87.0	-24.0
-39.0	-39.0	45.0
-24.0	-78.0	30.0
33.0	-93.0	-3.0
39.0	-81.0	-12.0
57.0	-54.0	42.0
18.0	-87.0	27.0
-27.0	24.0	-12.0
-24.0	-66.0	51.0
27.0	-18.0	-6.0
-21.0	-81.0	21.0
-15.0	-78.0	51.0
-48.0	-42.0	51.0
57.0	-54.0	42.0
-30.0	57.0	6.0
-36.0	-39.0	-24.0
-18.0	0.0	18.0
15.0	-51.0	27.0
45.0	27.0	12.0

// 16290017-1
// Subjects=20
-22.0	56.0	23.0
4.0	16.0	53.0
-30.0	18.0	1.0
-14.0	-21.0	16.0
-10.0	-54.0	12.0
-6.0	-37.0	-2.0
